"Site_id","Longitude","Latitude","veg_year","Marsh_Class","Basin"
"CRMS0307",-90.82301,29.25105,2009,"Saline","Terrebonne"
"CRMS0309",-91.19802,29.25105,2009,"Brackish","Terrebonne"
"CRMS0310",-90.29328,29.29463,2009,"Saline","Terrebonne"
"CRMS0311",-90.79176,29.21476,2009,"Saline","Terrebonne"
"CRMS0312",-90.3855,29.50508,2009,"Intermediate","Terrebonne"
"CRMS0315",-90.573,29.40347,2009,"Saline","Terrebonne"
"CRMS0318",-90.32546,29.29465,2009,"Saline","Terrebonne"
"CRMS0319",-90.32471,29.32367,2009,"Saline","Terrebonne"
"CRMS0322",-91.10454,29.24379,2009,"Saline","Terrebonne"
"CRMS0324",-91.23169,29.99155,2009,"Swamp","Terrebonne"
"CRMS0326",-91.07301,29.27282,2009,"Brackish","Terrebonne"
"CRMS0327",-91.07301,29.44702,2009,"Fresh","Terrebonne"
"CRMS0329",-91.10426,29.4833,2009,"Fresh","Terrebonne"
"CRMS0331",-90.54175,29.58492,2009,"Fresh","Terrebonne"
"CRMS0332",-91.04176,29.30185,2009,"Saline","Terrebonne"
"CRMS0335",-90.38772,29.27286,2009,"Saline","Terrebonne"
"CRMS0336",-90.38642,29.32365,2009,"Saline","Terrebonne"
"CRMS0337",-90.35593,29.30915,2009,"Saline","Terrebonne"
"CRMS0338",-90.41821,29.33091,2009,"Saline","Terrebonne"
"CRMS0341",-90.51227,29.30914,2009,"Saline","Terrebonne"
"CRMS0345",-90.76129,29.17122,2009,"Saline","Terrebonne"
"CRMS0347",-90.69962,29.16397,2009,"Saline","Terrebonne"
"CRMS0354",-91.01051,29.33088,2009,"Intermediate","Terrebonne"
"CRMS0355",-90.54149,29.29663,2009,"Saline","Terrebonne"
"CRMS0365",-91.19802,29.46879,2009,"Fresh","Terrebonne"
"CRMS0367",-90.573,29.62847,2009,"Fresh","Terrebonne"
"CRMS0369",-90.69801,29.2946,2009,"Brackish","Terrebonne"
"CRMS0371",-91.07301,29.42524,2009,"Fresh","Terrebonne"
"CRMS0374",-90.793,29.1567,2009,"Saline","Terrebonne"
"CRMS0376",-90.85667,29.12767,2009,"Saline","Terrebonne"
"CRMS0377",-91.0108,29.22927,2009,"Saline","Terrebonne"
"CRMS0381",-90.85426,29.44702,2009,"Fresh","Terrebonne"
"CRMS0382",-90.85426,29.4325,2009,"Fresh","Terrebonne"
"CRMS0383",-90.94888,29.2075,2009,"Saline","Terrebonne"
"CRMS0385",-90.60425,29.41073,2009,"Brackish","Terrebonne"
"CRMS0386",-90.35425,29.4325,2009,"Saline","Terrebonne"
"CRMS0387",-90.323,29.41073,2009,"Saline","Terrebonne"
"CRMS0390",-90.66676,29.46879,2009,"Brackish","Terrebonne"
"CRMS0392",-90.66676,29.45428,2009,"Brackish","Terrebonne"
"CRMS0394",-90.85426,29.35992,2009,"Brackish","Terrebonne"
"CRMS0395",-90.88551,29.35992,2009,"Intermediate","Terrebonne"
"CRMS0396",-90.88551,29.3454,2009,"Brackish","Terrebonne"
"CRMS0397",-90.26049,29.35266,2009,"Saline","Terrebonne"
"CRMS0398",-90.91676,29.38895,2009,"Intermediate","Terrebonne"
"CRMS0399",-91.10426,29.30185,2009,"Intermediate","Terrebonne"
"CRMS0400",-90.5105,29.49057,2009,"Brackish","Terrebonne"
"CRMS0403",-91.1331,29.76638,2009,"Swamp","Terrebonne"
"CRMS0409",-90.91676,29.47605,2009,"Fresh","Terrebonne"
"CRMS0411",-90.94801,29.49782,2009,"Fresh","Terrebonne"
"CRMS0414",-90.94609,29.70104,2009,"Swamp","Terrebonne"
"CRMS0416",-90.47925,29.47605,2009,"Brackish","Terrebonne"
"CRMS0421",-90.82439,29.17122,2009,"Saline","Terrebonne"
"CRMS0434",-90.72926,29.32363,2009,"Saline","Terrebonne"
"CRMS0461",-91.32302,29.58492,2009,"Fresh","Atchafalaya"
"CRMS0463",-91.32302,29.49057,2009,"Fresh","Atchafalaya"
"CRMS0464",-91.38552,29.5196,2009,"Fresh","Atchafalaya"
"CRMS0465",-91.38552,29.54137,2009,"Fresh","Atchafalaya"
"CRMS0479",-91.44803,29.52686,2009,"Fresh","Atchafalaya"
"CRMS0482",-91.35427,29.58492,2009,"Fresh","Atchafalaya"
"CRMS0484",-91.44803,29.49056,2009,"Fresh","Atchafalaya"
"CRMS0488",-91.54178,29.70831,2009,"Intermediate","Teche/Vermilion"
"CRMS0489",-91.54178,29.59944,2009,"Fresh","Teche/Vermilion"
"CRMS0490",-91.51053,29.67928,2009,"Fresh","Teche/Vermilion"
"CRMS0493",-91.76053,29.75186,2009,"Fresh","Teche/Vermilion"
"CRMS0494",-91.79178,29.7446,2009,"Intermediate","Teche/Vermilion"
"CRMS0496",-91.544,29.6319,2009,"Intermediate","Teche/Vermilion"
"CRMS0498",-91.85429,29.49783,2009,"Brackish","Teche/Vermilion"
"CRMS0499",-91.85429,29.57041,2009,"Brackish","Teche/Vermilion"
"CRMS0501",-92.26054,29.63573,2009,"Intermediate","Teche/Vermilion"
"CRMS0504",-91.88554,29.53412,2009,"Brackish","Teche/Vermilion"
"CRMS0507",-92.22929,29.58492,2009,"Brackish","Teche/Vermilion"
"CRMS0508",-92.22929,29.64299,2009,"Intermediate","Teche/Vermilion"
"CRMS0511",-91.97929,29.88976,2009,"Intermediate","Teche/Vermilion"
"CRMS0513",-91.60407,29.79541,2009,"Swamp","Teche/Vermilion"
"CRMS0514",-91.82304,29.85347,2009,"Intermediate","Teche/Vermilion"
"CRMS0517",-91.57303,29.64299,2009,"Intermediate","Teche/Vermilion"
"CRMS0520",-91.88554,29.58492,2009,"Brackish","Teche/Vermilion"
"CRMS0522",-91.82304,29.49782,2009,"Brackish","Teche/Vermilion"
"CRMS0523",-91.82304,29.57767,2009,"Brackish","Teche/Vermilion"
"CRMS0524",-91.82304,29.54863,2009,"Brackish","Teche/Vermilion"
"CRMS0527",-91.85429,29.70831,2009,"Brackish","Teche/Vermilion"
"CRMS0529",-91.91679,29.59944,2009,"Brackish","Teche/Vermilion"
"CRMS0530",-92.01054,29.57767,2009,"Brackish","Teche/Vermilion"
"CRMS0531",-91.94804,29.85347,2009,"Brackish","Teche/Vermilion"
"CRMS0532",-91.94804,29.82444,2009,"Intermediate","Teche/Vermilion"
"CRMS0535",-92.16679,29.64299,2009,"Brackish","Teche/Vermilion"
"CRMS0536",-92.26054,29.58492,2009,"Brackish","Teche/Vermilion"
"CRMS0541",-92.04112,29.61621,2009,"Saline","Teche/Vermilion"
"CRMS0542",-91.63553,29.80266,2009,"Fresh","Teche/Vermilion"
"CRMS0543",-91.63553,29.75186,2009,"Fresh","Teche/Vermilion"
"CRMS0544",-91.57303,29.68654,2009,"Intermediate","Teche/Vermilion"
"CRMS0545",-91.60428,29.71557,2009,"Fresh","Teche/Vermilion"
"CRMS0547",-91.69803,29.83895,2009,"Swamp","Teche/Vermilion"
"CRMS0549",-91.85429,29.8317,2009,"Intermediate","Teche/Vermilion"
"CRMS0550",-91.69803,29.76637,2009,"Intermediate","Teche/Vermilion"
"CRMS0551",-91.54178,29.70105,2009,"Intermediate","Teche/Vermilion"
"CRMS0552",-92.13554,29.79541,2009,"Fresh","Teche/Vermilion"
"CRMS0553",-93.01057,29.84623,2009,"Intermediate","Mermentau"
"CRMS0554",-92.6668,29.83171,2009,"Intermediate","Mermentau"
"CRMS0556",-92.79181,29.91155,2009,"Fresh","Mermentau"
"CRMS0557",-92.66681,29.94058,2009,"Intermediate","Mermentau"
"CRMS0560",-92.5418,29.85348,2009,"Fresh","Mermentau"
"CRMS0562",-92.76056,29.76639,2009,"Intermediate","Mermentau"
"CRMS0565",-92.44805,29.79541,2009,"Fresh","Mermentau"
"CRMS0567",-92.44805,29.90428,2009,"Fresh","Mermentau"
"CRMS0568",-92.4168,29.78815,2009,"Intermediate","Mermentau"
"CRMS0570",-92.38555,29.80267,2009,"Fresh","Mermentau"
"CRMS0571",-92.29179,29.70831,2009,"Intermediate","Mermentau"
"CRMS0572",-92.29179,29.78815,2009,"Intermediate","Mermentau"
"CRMS0574",-92.63555,29.79542,2009,"Intermediate","Mermentau"
"CRMS0575",-92.94807,29.94058,2009,"Fresh","Mermentau"
"CRMS0576",-92.4793,29.59219,2009,"Intermediate","Mermentau"
"CRMS0580",-92.32305,29.6067,2009,"Intermediate","Mermentau"
"CRMS0581",-92.72931,29.66477,2009,"Saline","Mermentau"
"CRMS0583",-92.91681,29.83896,2009,"Intermediate","Mermentau"
"CRMS0584",-92.85431,29.79542,2009,"Brackish","Mermentau"
"CRMS0587",-92.91681,29.79542,2009,"Intermediate","Mermentau"
"CRMS0588",-92.82306,29.77364,2009,"Brackish","Mermentau"
"CRMS0589",-92.82306,29.66477,2009,"Saline","Mermentau"
"CRMS0590",-92.82306,29.93332,2009,"Intermediate","Mermentau"
"CRMS0593",-92.76056,29.99139,2009,"Fresh","Mermentau"
"CRMS0595",-92.63555,29.85348,2009,"Fresh","Mermentau"
"CRMS0599",-92.66681,29.6067,2009,"Brackish","Mermentau"
"CRMS0600",-92.54181,29.57767,2009,"Brackish","Mermentau"
"CRMS0603",-92.76056,29.80268,2009,"Intermediate","Mermentau"
"CRMS0604",-92.76056,29.75912,2009,"Brackish","Mermentau"
"CRMS0605",-92.91682,29.86074,2009,"Intermediate","Mermentau"
"CRMS0608",-92.6668,29.67203,2009,"Brackish","Mermentau"
"CRMS0609",-92.6043,29.63574,2009,"Brackish","Mermentau"
"CRMS0610",-92.63555,29.6067,2009,"Brackish","Mermentau"
"CRMS0614",-92.88556,29.73736,2009,"Brackish","Mermentau"
"CRMS0615",-92.82306,29.67929,2009,"Brackish","Mermentau"
"CRMS0616",-92.26054,29.73009,2009,"Intermediate","Mermentau"
"CRMS0618",-92.26054,29.73735,2009,"Brackish","Mermentau"
"CRMS0619",-92.26054,29.68654,2009,"Intermediate","Mermentau"
"CRMS0622",-92.97931,29.80993,2009,"Intermediate","Mermentau"
"CRMS0623",-92.51055,29.63573,2009,"Brackish","Mermentau"
"CRMS0624",-92.88556,29.86074,2009,"Intermediate","Mermentau"
"CRMS0626",-92.6043,29.6938,2009,"Intermediate","Mermentau"
"CRMS0630",-92.79182,29.78626,2009,"Intermediate","Mermentau"
"CRMS0632",-92.38555,29.57041,2009,"Brackish","Mermentau"
"CRMS0633",-92.32304,29.56315,2009,"Brackish","Mermentau"
"CRMS0635",-93.47932,29.91881,2009,"Brackish","Calcasieu/Sabine"
"CRMS0638",-93.51057,29.868,2009,"Intermediate","Calcasieu/Sabine"
"CRMS0639",-93.47932,29.88977,2009,"Intermediate","Calcasieu/Sabine"
"CRMS0641",-93.51057,29.89703,2009,"Intermediate","Calcasieu/Sabine"
"CRMS0642",-93.47932,29.868,2009,"Intermediate","Calcasieu/Sabine"
"CRMS0644",-93.29182,29.83171,2009,"Saline","Calcasieu/Sabine"
"CRMS0645",-93.19807,29.84623,2009,"Brackish","Calcasieu/Sabine"
"CRMS0647",-93.47932,29.84623,2009,"Intermediate","Calcasieu/Sabine"
"CRMS0648",-93.16682,29.83897,2009,"Intermediate","Calcasieu/Sabine"
"CRMS0650",-93.13557,29.91881,2009,"Intermediate","Calcasieu/Sabine"
"CRMS0651",-93.51057,29.96236,2009,"Intermediate","Calcasieu/Sabine"
"CRMS0655",-93.41682,29.79542,2009,"Brackish","Calcasieu/Sabine"
"CRMS0656",-93.26057,30.02042,2009,"Saline","Calcasieu/Sabine"
"CRMS0658",-93.60432,30.05671,2009,"Intermediate","Calcasieu/Sabine"
"CRMS0661",-93.63557,29.84623,2009,"Intermediate","Calcasieu/Sabine"
"CRMS0662",-93.69808,30.03494,2009,"Brackish","Calcasieu/Sabine"
"CRMS0663",-93.69808,30.01316,2009,"Intermediate","Calcasieu/Sabine"
"CRMS0665",-93.69807,29.96236,2009,"Intermediate","Calcasieu/Sabine"
"CRMS0669",-93.72932,29.88251,2009,"Brackish","Calcasieu/Sabine"
"CRMS0672",-93.41682,29.83171,2009,"Brackish","Calcasieu/Sabine"
"CRMS0677",-93.54182,29.85349,2009,"Intermediate","Calcasieu/Sabine"
"CRMS0680",-93.51057,29.77365,2009,"Brackish","Calcasieu/Sabine"
"CRMS0682",-93.57307,29.82445,2009,"Brackish","Calcasieu/Sabine"
"CRMS0683",-93.66682,29.88977,2009,"Intermediate","Calcasieu/Sabine"
"CRMS0684",-93.82308,29.81719,2009,"Brackish","Calcasieu/Sabine"
"CRMS0685",-93.38557,29.88977,2009,"Saline","Calcasieu/Sabine"
"CRMS0687",-93.35432,29.94058,2009,"Saline","Calcasieu/Sabine"
"CRMS0691",-93.10432,29.96235,2009,"Intermediate","Calcasieu/Sabine"
"CRMS0693",-93.63557,29.89703,2009,"Intermediate","Calcasieu/Sabine"
"CRMS0694",-93.54182,29.88251,2009,"Intermediate","Calcasieu/Sabine"
"CRMS0697",-93.66698,30.06418,2009,"Intermediate","Calcasieu/Sabine"
"CRMS0978",-90.29251,29.32365,2009,"Saline","Terrebonne"
"CRMS1024",-89.37876,29.87473,2009,"Saline","Pontchartrain"
"CRMS1069",-89.21826,30.0485,2009,"Saline","Pontchartrain"
"CRMS1100",-92.44805,29.65751,2009,"Intermediate","Mermentau"
"CRMS1130",-92.38555,29.70106,2009,"Intermediate","Mermentau"
"CRMS1205",-93.57307,29.87526,2009,"Brackish","Calcasieu/Sabine"
"CRMS1277",-92.4793,29.82445,2009,"Fresh","Mermentau"
"CRMS1409",-93.01057,29.868,2009,"Intermediate","Mermentau"
"CRMS1413",-93.01057,29.89703,2009,"Intermediate","Mermentau"
"CRMS1446",-92.82306,29.92606,2009,"Fresh","Mermentau"
"CRMS1650",-92.04179,29.80992,2009,"Intermediate","Teche/Vermilion"
"CRMS1738",-93.22932,29.85349,2009,"Brackish","Calcasieu/Sabine"
"CRMS1743",-93.22932,29.88978,2009,"Brackish","Calcasieu/Sabine"
"CRMS1838",-93.69807,29.7809,2009,"Intermediate","Calcasieu/Sabine"
"CRMS1858",-93.51057,29.83897,2009,"Brackish","Calcasieu/Sabine"
"CRMS2041",-92.16679,29.76638,2009,"Intermediate","Teche/Vermilion"
"CRMS2154",-93.69807,29.84623,2009,"Intermediate","Calcasieu/Sabine"
"CRMS2156",-93.69807,29.87526,2009,"Brackish","Calcasieu/Sabine"
"CRMS2166",-93.69808,29.98413,2009,"Brackish","Calcasieu/Sabine"
"CRMS2189",-93.76058,29.92606,2009,"Brackish","Calcasieu/Sabine"
"CRMS2219",-93.60432,29.76639,2009,"Brackish","Calcasieu/Sabine"
"CRMS2334",-93.51057,29.88252,2009,"Brackish","Calcasieu/Sabine"
"CRMS2418",-93.16682,29.87526,2009,"Saline","Calcasieu/Sabine"
"CRMS2493",-92.88556,29.82445,2009,"Intermediate","Mermentau"
"CRMS2568",-91.35427,29.56315,2009,"Fresh","Atchafalaya"
"CRMS2608",-89.31328,29.22983,2009,"Fresh","Mississippi River Delta"
"CRMS2614",-89.32296,29.33814,2009,"Brackish","Breton Sound"
"CRMS2627",-89.18735,29.2287,2009,"Fresh","Mississippi River Delta"
"CRMS2634",-89.26046,29.22927,2009,"Fresh","Mississippi River Delta"
"CRMS2785",-91.04176,29.50508,2009,"Fresh","Terrebonne"
"CRMS2825",-90.448,29.49783,2009,"Brackish","Terrebonne"
"CRMS2830",-90.34074,30.03624,2009,"Intermediate","Pontchartrain"
"CRMS2854",-89.97923,30.30348,2009,"Intermediate","Pontchartrain"
"CRMS2862",-91.07301,29.54863,2009,"Fresh","Terrebonne"
"CRMS2881",-91.01051,29.47605,2009,"Fresh","Terrebonne"
"CRMS2887",-90.91676,29.5196,2009,"Fresh","Terrebonne"
"CRMS2939",-90.573,29.59944,2009,"Fresh","Terrebonne"
"CRMS2991",-90.448,29.63573,2009,"Fresh","Barataria"
"CRMS3054",-90.35425,29.72283,2009,"Fresh","Barataria"
"CRMS3136",-90.63551,29.94783,2009,"Fresh","Barataria"
"CRMS3166",-90.28868,29.8585,2009,"Fresh","Barataria"
"CRMS3169",-90.27227,29.88891,2009,"Fresh","Barataria"
"CRMS3296",-90.47925,29.38896,2009,"Saline","Terrebonne"
"CRMS3565",-90.10424,29.49783,2009,"Brackish","Barataria"
"CRMS3601",-89.94798,29.57767,2009,"Brackish","Barataria"
"CRMS3617",-89.91673,29.54863,2009,"Brackish","Barataria"
"CRMS3626",-89.85423,30.10751,2009,"Intermediate","Pontchartrain"
"CRMS3639",-89.85423,29.90427,2009,"Brackish","Pontchartrain"
"CRMS3641",-89.85423,29.91879,2009,"Brackish","Pontchartrain"
"CRMS3650",-89.82298,30.0567,2009,"Brackish","Pontchartrain"
"CRMS3664",-89.82298,29.91153,2009,"Brackish","Pontchartrain"
"CRMS3667",-89.88548,30.25993,2009,"Intermediate","Pontchartrain"
"CRMS3680",-89.79173,29.51235,2009,"Saline","Barataria"
"CRMS3784",-89.66672,30.15832,2009,"Brackish","Pontchartrain"
"CRMS3800",-89.66672,29.83896,2009,"Brackish","Pontchartrain"
"CRMS3913",-90.47925,30.16557,2009,"Fresh","Pontchartrain"
"CRMS3985",-90.14901,29.7175,2009,"Fresh","Barataria"
"CRMS4014",-91.32302,29.54863,2009,"Fresh","Atchafalaya"
"CRMS4016",-91.38552,29.56315,2009,"Fresh","Atchafalaya"
"CRMS4045",-91.01051,29.38169,2009,"Intermediate","Terrebonne"
"CRMS4094",-90.14679,30.38572,2009,"Fresh","Pontchartrain"
"CRMS4103",-90.04173,29.6575,2009,"Intermediate","Barataria"
"CRMS4107",-89.85423,30.0567,2009,"Intermediate","Pontchartrain"
"CRMS4110",-89.66672,30.20187,2009,"Fresh","Pontchartrain"
"CRMS4218",-90.16674,29.56315,2009,"Intermediate","Barataria"
"CRMS4245",-90.13549,29.67202,2009,"Fresh","Barataria"
"CRMS4355",-89.82298,29.83896,2009,"Intermediate","Breton Sound"
"CRMS4406",-89.72922,30.20187,2009,"Intermediate","Pontchartrain"
"CRMS4407",-89.72922,30.22363,2009,"Intermediate","Pontchartrain"
"CRMS4448",-89.22921,29.21475,2009,"Fresh","Mississippi River Delta"
"CRMS4455",-90.94801,29.2583,2009,"Saline","Terrebonne"
"CRMS4529",-89.82298,29.46879,2009,"Saline","Barataria"
"CRMS4548",-89.66672,29.86073,2009,"Saline","Pontchartrain"
"CRMS4551",-89.60422,29.85348,2009,"Saline","Pontchartrain"
"CRMS4557",-89.57297,29.82444,2009,"Saline","Pontchartrain"
"CRMS4572",-89.47921,30.0567,2009,"Saline","Pontchartrain"
"CRMS4596",-89.44796,30.0567,2009,"Saline","Pontchartrain"
"CRMS4626",-89.19796,29.33814,2009,"Brackish","Mississippi River Delta"
"CRMS4690",-90.04174,29.49783,2009,"Saline","Barataria"
"CRMS4779",-91.44736,29.64299,2009,"Swamp","Atchafalaya"
"CRMS4782",-91.44702,29.66477,2009,"Swamp","Atchafalaya"
"CRMS4808",-91.41576,29.63574,2009,"Swamp","Atchafalaya"
"CRMS4809",-91.41553,29.65026,2009,"Swamp","Atchafalaya"
"CRMS4900",-91.2594,29.63573,2009,"Swamp","Atchafalaya"
"CRMS4938",-91.32278,29.61395,2009,"Swamp","Atchafalaya"
"CRMS5003",-91.29092,29.62122,2009,"Swamp","Atchafalaya"
"CRMS5035",-91.03966,29.62121,2009,"Swamp","Terrebonne"
"CRMS5116",-90.90878,29.96955,2009,"Swamp","Barataria"
"CRMS5167",-90.77862,30.14367,2009,"Swamp","Pontchartrain"
"CRMS5255",-90.59718,30.19451,2009,"Swamp","Pontchartrain"
"CRMS5267",-90.6023,30.29963,2009,"Swamp","Pontchartrain"
"CRMS5373",-90.63077,30.10068,2009,"Swamp","Pontchartrain"
"CRMS5414",-90.63067,30.15824,2009,"Swamp","Pontchartrain"
"CRMS5452",-90.53218,30.36863,2009,"Swamp","Pontchartrain"
"CRMS5536",-91.12931,29.96961,2009,"Swamp","Terrebonne"
"CRMS5672",-90.84838,29.86795,2009,"Swamp","Barataria"
"CRMS5770",-90.90085,29.7594,2009,"Swamp","Terrebonne"
"CRMS5845",-90.68545,30.18719,2009,"Swamp","Pontchartrain"
"CRMS6008",-91.47873,29.62848,2009,"Swamp","Atchafalaya"
"CRMS6038",-91.35392,29.6067,2009,"Swamp","Atchafalaya"
"CRMS6042",-91.35345,29.63574,2009,"Swamp","Atchafalaya"
"CRMS6088",-89.66222,30.3116,2009,"Swamp","Pontchartrain"
"CRMS6090",-89.6628,30.32511,2009,"Swamp","Pontchartrain"
"CRMS6209",-90.25989,30.37605,2009,"Swamp","Pontchartrain"
"CRMS6299",-90.35142,30.05059,2009,"Saline","Pontchartrain"
"CRMS6301",-93.40959,29.96036,2009,"Saline","Calcasieu/Sabine"
"CRMS6303",-90.19157,29.47261,2009,"Brackish","Barataria"
"CRMS6304",-91.27523,29.42376,2009,"Fresh","Atchafalaya"
"CRMS0002",-89.79173,30.10025,2010,"Brackish","Pontchartrain"
"CRMS0003",-89.25275,30.09937,2010,"Saline","Pontchartrain"
"CRMS0006",-89.97923,30.25993,2010,"Brackish","Pontchartrain"
"CRMS0008",-90.68443,30.23072,2010,"Swamp","Pontchartrain"
"CRMS0030",-90.32942,30.30482,2010,"Intermediate","Pontchartrain"
"CRMS0033",-90.3855,30.27445,2010,"Intermediate","Pontchartrain"
"CRMS0034",-90.3855,30.30348,2010,"Intermediate","Pontchartrain"
"CRMS0035",-89.66476,30.26712,2010,"Swamp","Pontchartrain"
"CRMS0038",-90.6817,30.21616,2010,"Swamp","Pontchartrain"
"CRMS0039",-90.68731,30.10738,2010,"Swamp","Pontchartrain"
"CRMS0046",-90.49934,30.40488,2010,"Swamp","Pontchartrain"
"CRMS0047",-90.53371,30.13298,2010,"Swamp","Pontchartrain"
"CRMS0056",-90.44297,30.12919,2010,"Swamp","Pontchartrain"
"CRMS0058",-90.53726,30.16549,2010,"Swamp","Pontchartrain"
"CRMS0059",-90.53906,30.09295,2010,"Swamp","Pontchartrain"
"CRMS0061",-90.63992,30.22322,2010,"Swamp","Pontchartrain"
"CRMS0063",-90.64094,30.1321,2010,"Swamp","Pontchartrain"
"CRMS0065",-90.811,30.12192,2010,"Swamp","Pontchartrain"
"CRMS0086",-89.63324,30.31791,2010,"Swamp","Pontchartrain"
"CRMS0089",-90.58307,30.13183,2010,"Swamp","Pontchartrain"
"CRMS0090",-90.56128,30.15933,2010,"Swamp","Pontchartrain"
"CRMS0097",-90.65826,30.1582,2010,"Swamp","Pontchartrain"
"CRMS0103",-90.25928,30.3978,2010,"Swamp","Pontchartrain"
"CRMS0108",-89.41592,29.95506,2010,"Saline","Pontchartrain"
"CRMS0114",-89.91673,29.75912,2010,"Intermediate","Breton Sound"
"CRMS0115",-89.91673,29.78089,2010,"Fresh","Breton Sound"
"CRMS0117",-89.91673,29.80992,2010,"Fresh","Breton Sound"
"CRMS0118",-89.54172,29.37444,2010,"Fresh","Breton Sound"
"CRMS0119",-89.63548,29.47605,2010,"Saline","Breton Sound"
"CRMS0120",-89.85423,29.84622,2010,"Fresh","Breton Sound"
"CRMS0121",-89.82298,29.69379,2010,"Intermediate","Breton Sound"
"CRMS0125",-89.97923,29.76637,2010,"Intermediate","Breton Sound"
"CRMS0128",-89.94798,29.8317,2010,"Fresh","Breton Sound"
"CRMS0129",-89.60422,29.46879,2010,"Saline","Breton Sound"
"CRMS0131",-89.88552,29.69252,2010,"Intermediate","Breton Sound"
"CRMS0132",-89.88548,29.66476,2010,"Intermediate","Breton Sound"
"CRMS0135",-89.76048,29.68654,2010,"Brackish","Breton Sound"
"CRMS0136",-89.79173,29.62122,2010,"Brackish","Breton Sound"
"CRMS0139",-89.47922,29.3817,2010,"Intermediate","Breton Sound"
"CRMS0146",-89.72923,29.73008,2010,"Brackish","Breton Sound"
"CRMS0147",-89.60422,29.66476,2010,"Saline","Breton Sound"
"CRMS0148",-89.69798,29.51235,2010,"Brackish","Breton Sound"
"CRMS0154",-89.19796,29.11315,2010,"Intermediate","Mississippi River Delta"
"CRMS0164",-90.16994,29.19306,2010,"Saline","Barataria"
"CRMS0173",-89.72993,29.4543,2010,"Saline","Barataria"
"CRMS0175",-90.13792,29.2874,2010,"Saline","Barataria"
"CRMS0178",-90.04698,29.28748,2010,"Saline","Barataria"
"CRMS0179",-89.69845,29.39623,2010,"Saline","Barataria"
"CRMS0181",-89.70033,29.33823,2010,"Saline","Barataria"
"CRMS0184",-90.07272,29.8026,2010,"Swamp","Barataria"
"CRMS0188",-90.13549,29.79541,2010,"Intermediate","Barataria"
"CRMS0189",-90.26049,29.80993,2010,"Fresh","Barataria"
"CRMS0190",-90.26049,29.52686,2010,"Intermediate","Barataria"
"CRMS0192",-90.54175,29.85348,2010,"Fresh","Barataria"
"CRMS0194",-90.94014,29.99133,2010,"Swamp","Barataria"
"CRMS0197",-90.94179,29.91151,2010,"Swamp","Barataria"
"CRMS0200",-90.97757,29.96965,2010,"Swamp","Barataria"
"CRMS0206",-90.66574,29.83895,2010,"Swamp","Barataria"
"CRMS0209",-89.79173,29.49057,2010,"Saline","Barataria"
"CRMS0211",-90.47925,29.7809,2010,"Fresh","Barataria"
"CRMS0217",-90.87864,29.91875,2010,"Swamp","Barataria"
"CRMS0218",-90.69502,29.7736,2010,"Swamp","Barataria"
"CRMS0219",-90.32299,29.80267,2010,"Fresh","Barataria"
"CRMS0220",-90.07299,29.56315,2010,"Brackish","Barataria"
"CRMS0224",-89.91673,29.49782,2010,"Saline","Barataria"
"CRMS0225",-90.01048,29.56315,2010,"Intermediate","Barataria"
"CRMS0226",-89.88548,29.51234,2010,"Saline","Barataria"
"CRMS0232",-90.01048,29.49783,2010,"Saline","Barataria"
"CRMS0234",-90.10404,29.79537,2010,"Swamp","Barataria"
"CRMS0241",-90.50994,29.71556,2010,"Swamp","Barataria"
"CRMS0248",-90.07299,29.59944,2010,"Brackish","Barataria"
"CRMS0251",-90.01048,29.5196,2010,"Saline","Barataria"
"CRMS0253",-90.07299,29.55589,2010,"Saline","Barataria"
"CRMS0258",-89.82298,29.52686,2010,"Saline","Barataria"
"CRMS0260",-89.85423,29.53411,2010,"Brackish","Barataria"
"CRMS0261",-90.10424,29.59944,2010,"Intermediate","Barataria"
"CRMS0263",-89.88548,29.55589,2010,"Brackish","Barataria"
"CRMS0268",-90.60425,29.79541,2010,"Fresh","Barataria"
"CRMS0272",-89.69798,29.41799,2010,"Saline","Barataria"
"CRMS0273",-90.32299,29.81718,2010,"Fresh","Barataria"
"CRMS0276",-89.94798,29.62121,2010,"Brackish","Barataria"
"CRMS0278",-90.22924,29.80993,2010,"Fresh","Barataria"
"CRMS0282",-89.76048,29.49783,2010,"Saline","Barataria"
"CRMS0287",-90.01048,29.68654,2010,"Intermediate","Barataria"
"CRMS0290",-91.04176,29.4833,2010,"Fresh","Terrebonne"
"CRMS0292",-90.22924,29.14218,2010,"Saline","Terrebonne"
"CRMS0293",-91.19802,29.24379,2010,"Brackish","Terrebonne"
"CRMS0294",-90.94801,29.41798,2010,"Fresh","Terrebonne"
"CRMS0296",-90.91676,29.41798,2010,"Fresh","Terrebonne"
"CRMS0301",-91.22927,29.50508,2010,"Fresh","Terrebonne"
"CRMS0302",-90.91699,29.14783,2010,"Saline","Terrebonne"
"CRMS0303",-91.07301,29.24379,2010,"Saline","Terrebonne"
"CRMS0305",-91.19802,29.38895,2010,"Intermediate","Terrebonne"
"CRMS0307",-90.82301,29.25105,2010,"Saline","Terrebonne"
"CRMS0309",-91.19802,29.25105,2010,"Brackish","Terrebonne"
"CRMS0310",-90.29328,29.29463,2010,"Saline","Terrebonne"
"CRMS0311",-90.79176,29.21476,2010,"Saline","Terrebonne"
"CRMS0312",-90.3855,29.50508,2010,"Intermediate","Terrebonne"
"CRMS0315",-90.573,29.40347,2010,"Saline","Terrebonne"
